8/14/17 14:39,,CC (USD),Coinbase BTC Wallet,,-519.18,,,0.1117454,,,,,,,,,,,,,,,,,19.18,,4302.82,,,,,,,,,,,,,
8/18/17 12:25,,Bank (USD),Coinbase BTC Wallet,,-507.45,,,0.12238898,,,,,,,,,,,,,,,,,7.45,,4085.34,,,,,,,,,,,,,
8/19/17 5:33,,Bank (USD),Coinbase USD Wallet,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/17 4:49,,Bank (USD),Coinbase USD Wallet,,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/17 12:29,,Coinbase BTC Wallet,GDAX BTC Wallet,,,,,,0.1117454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/17 18:35,,Bank (USD),Coinbase BTC Wallet,,-519.95,,,0.12797287,,,,,,,,,,,,,,,,,19.95,,3907.08,,,,,,,,,,,,,
8/22/17 11:43,,Coinbase BTC Wallet,GDAX BTC Wallet,,,,,,0.12797287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/17 7:02,19671327,GDAX BTC Wallet,GDAX USD Wallet,1009.947682,,,-0.23971827,,,,,,,,,,,,,,,,,,2.531197199,,4223.62,,,,,,,,,,,,,
8/24/17 5:44,19708326,GDAX USD Wallet,GDAX BTC Wallet,,-199.9999783,,,0.04780041,,,,,,,,,,,,,,,,,0.498753063,,4173.63,,,,,,,,,,,,,
8/24/17 6:04,19708709,GDAX BTC Wallet,GDAX USD Wallet,199.8588213,,,-0.04780041,,,,,,,,,,,,,,,,,,0.500899301,,4191.59,,,,,,,,,,,,,
8/24/17 13:26,,Coinbase BTC Wallet,GDAX BTC Wallet,,,,,,0.12238898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/17 5:00,,Coinbase USD Wallet,GDAX USD Wallet,,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/17 6:18,,Coinbase USD Wallet,GDAX USD Wallet,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/17 8:14,4595176,GDAX USD Wallet,GDAX LTC Wallet,,-202.9999999,,,,,,4.00936651,,,,,,,,,,,,,,0.607178464,,50.48,,,,,,,,,,,,,
8/25/17 14:41,19762807,GDAX USD Wallet,GDAX BTC Wallet,,-43.72429159,,,0.00999772,,,,,,,,,,,,,,,,,0.109038134,,4362.52,,,,,,,,,,,,,
8/25/17 14:41,19762808,GDAX USD Wallet,GDAX BTC Wallet,,-262.405578,,,0.06,,,,,,,,,,,,,,,,,0.654378,,4362.52,,,,,,,,,,,,,
8/25/17 14:41,19762809,GDAX USD Wallet,GDAX BTC Wallet,,-193.8700955,,,0.04432911,,,,,,,,,,,,,,,,,0.483466572,,4362.52,,,,,,,,,,,,,
8/25/17 14:51,9757461,GDAX USD Wallet,GDAX ETH Wallet,,-499.9999987,,,,,,,,,1.51066543,,,,,,,,,,,1.495513456,,329.99,,,,,,,,,,,,,
8/25/17 14:53,19763708,GDAX USD Wallet,GDAX BTC Wallet,,-499.999975,,,0.11560973,,,,,,,,,,,,,,,,,1.246882731,,4314.11,,,,,,,,,,,,,
8/25/17 16:31,4616926,GDAX LTC Wallet,GDAX USD Wallet,25.14966448,,,,,,-0.49355,,,,,,,,,,,,,,,0.075676022,,51.11,,,,,,,,,,,,,
8/25/17 16:31,4616927,GDAX LTC Wallet,GDAX USD Wallet,13.31991914,,,,,,-0.26139697,,,,,,,,,,,,,,,0.040079997,,51.11,,,,,,,,,,,,,
8/25/17 16:31,4616928,GDAX LTC Wallet,GDAX USD Wallet,165.8343825,,,,,,-3.25441954,,,,,,,,,,,,,,,0.499000148,,51.11,,,,,,,,,,,,,
8/25/17 21:12,9773731,GDAX USD Wallet,GDAX ETH Wallet,,-326.9999985,,,,,,,,,0.99697848,,,,,,,,,,,0.978065798,,327.01,,,,,,,,,,,,,
8/25/17 21:13,4620449,GDAX USD Wallet,GDAX LTC Wallet,,-221.9999996,,,,,,4.37855572,,,,,,,,,,,,,,0.664007975,,50.55,,,,,,,,,,,,,
8/25/17 21:15,19773698,GDAX USD Wallet,GDAX BTC Wallet,,-299.9999847,,,0.06935137,,,,,,,,,,,,,,,,,0.748129638,,4315.01,,,,,,,,,,,,,
8/26/17 9:21,9802611,GDAX ETH Wallet,GDAX USD Wallet,835.8154442,,,,,,,,,-2.50764391,,,,,,,,,,,,2.514991307,,334.31,,,,,,,,,,,,,
8/26/17 10:57,4642904,GDAX LTC Wallet,GDAX USD Wallet,226.8708801,,,,,,-4.37855572,,,,,,,,,,,,,,,0.682660622,,51.97,,,,,,,,,,,,,
8/27/17 13:37,4702811,GDAX USD Wallet,GDAX LTC Wallet,,-499.9999999,,,,,,8.04169199,,,,,,,,,,,,,,1.495513459,,61.99,,,,,,,,,,,,,
8/27/17 14:29,4705299,GDAX LTC Wallet,GDAX USD Wallet,2.627444636,,,,,,-0.04169199,,,,,,,,,,,,,,,0.007906052,,63.21,,,,,,,,,,,,,
8/27/17 16:14,4712072,GDAX LTC Wallet,GDAX USD Wallet,512.458,,,,,,-8,,,,,,,,,,,,,,,1.542,,64.25,,,,,,,,,,,,,
8/27/17 16:29,19827088,GDAX BTC Wallet,GDAX USD Wallet,1089.519375,,,-0.25,,,,,,,,,,,,,,,,,,2.730625,,4369,,,,,,,,,,,,,
8/27/17 19:07,19832806,GDAX USD Wallet,GDAX BTC Wallet,,-338.5915013,,,0.07832309,,,,,,,,,,,,,,,,,,,4323.01,,,,,,,,,,,,,
8/27/17 19:18,19833473,GDAX USD Wallet,GDAX BTC Wallet,,-1059.109723,,,0.24561629,,,,,,,,,,,,,,,,,,,4312.05,,,,,,,,,,,,,
8/27/17 19:18,19833474,GDAX USD Wallet,GDAX BTC Wallet,,-18.90277671,,,0.00438371,,,,,,,,,,,,,,,,,,,4312.05,,,,,,,,,,,,,
8/27/17 19:49,19834908,GDAX USD Wallet,GDAX BTC Wallet,,-1619.519978,,,0.3745644,,,,,,,,,,,,,,,,,4.038703187,,4312.96,,,,,,,,,,,,,
8/28/17 9:55,4760094,GDAX USD Wallet,GDAX LTC Wallet,,-980.4375,,,,,,15.75,,,,,,,,,,,,,,0,,62.25,,,,,,,,,,,,,
8/28/17 18:27,745481,GDAX BTC Wallet,GDAX LTC Wallet,,,,-0.001393337,,,,0.09776,,,,,,,,,,,,,,,4.17E-06,,0.01421,4310.98,63.49,341.63,,,,,,,,,
8/28/17 18:27,745482,GDAX BTC Wallet,GDAX LTC Wallet,,,,-0.248606659,,,,17.43059566,,,,,,,,,,,,,,,0.000743589,,0.01422,4310.98,63.49,341.63,,,,,,,,,
8/29/17 6:28,1390836,GDAX BTC Wallet,GDAX ETH Wallet,,,,-0.249999996,,,,,,,3.02050702,,,,,,,,,,,,0.000747757,,0.08252,4374.94,62.59,348,,,,,,,,,
8/29/17 7:18,,CC (USD),Coinbase LTC Wallet,,-1038.37,,,,,,15.54675082,,,,,,,,,,,,,,38.37,,61.85,,,,,,,,,,,,,
8/29/17 8:12,746773,GDAX BTC Wallet,GDAX LTC Wallet,,,,-0.05548596,,,,4,,,,,,,,,,,,,,,0.00016596,,0.01383,4377.03,62.51,348.59,,,,,,,,,
8/29/17 8:12,746774,GDAX BTC Wallet,GDAX LTC Wallet,,,,-0.000208072,,,,0.015,,,,,,,,,,,,,,,6.22E-07,,0.01383,4377.03,62.51,348.59,,,,,,,,,
8/29/17 8:12,746775,GDAX BTC Wallet,GDAX LTC Wallet,,,,-0.0173519,,,,1.25,,,,,,,,,,,,,,,0.0000519,,0.01384,4377.03,62.51,348.59,,,,,,,,,
8/29/17 8:12,746776,GDAX BTC Wallet,GDAX LTC Wallet,,,,-0.176954064,,,,12.73825198,,,,,,,,,,,,,,,0.000529274,,0.01385,4377.03,62.51,348.59,,,,,,,,,
8/29/17 8:41,746954,GDAX LTC Wallet,GDAX BTC Wallet,,,,,0.00040558,,-0.03,,,,,,,,,,,,,,,,1.22E-06,,0.01356,4368.84,62.54,348.8,,,,,,,,,
8/29/17 8:41,746955,GDAX LTC Wallet,GDAX BTC Wallet,,,,,0.40517402,,-29.97,,,,,,,,,,,,,,,,0.00121918,,0.01356,4368.84,62.54,348.8,,,,,,,,,
8/30/17 19:21,4863700,GDAX LTC Wallet,GDAX USD Wallet,403.4949861,,,,,,-6.009044,,,,,,,,,,,,,,,1.21412734,,67.35,,,,,,,,,,,,,
8/30/17 19:21,4863701,GDAX LTC Wallet,GDAX USD Wallet,939.4640139,,,,,,-13.990956,,,,,,,,,,,,,,,2.82687266,,67.35,,,,,,,,,,,,,
8/30/17 19:47,4866078,GDAX USD Wallet,GDAX LTC Wallet,,-49.59601114,,,,,,0.74988881,,,,,,,,,,,,,,0.148343004,,65.94,,,,,,,,,,,,,
8/30/17 19:47,4866079,GDAX USD Wallet,GDAX LTC Wallet,,-49.61394705,,,,,,0.75016,,,,,,,,,,,,,,0.148396651,,65.94,,,,,,,,,,,,,
8/30/17 19:47,4866080,GDAX USD Wallet,GDAX LTC Wallet,,-49.62122221,,,,,,0.75027,,,,,,,,,,,,,,0.148418411,,65.94,,,,,,,,,,,,,
8/30/17 19:47,4866081,GDAX USD Wallet,GDAX LTC Wallet,,-49.62915875,,,,,,0.75039,,,,,,,,,,,,,,0.14844215,,65.94,,,,,,,,,,,,,
8/30/17 19:47,4866082,GDAX USD Wallet,GDAX LTC Wallet,,-49.63643391,,,,,,0.7505,,,,,,,,,,,,,,0.14846391,,65.94,,,,,,,,,,,,,
8/30/17 19:47,4866083,GDAX USD Wallet,GDAX LTC Wallet,,-49.64370907,,,,,,0.75061,,,,,,,,,,,,,,0.14848567,,65.94,,,,,,,,,,,,,
8/30/17 19:47,4866084,GDAX USD Wallet,GDAX LTC Wallet,,-49.65164561,,,,,,0.75073,,,,,,,,,,,,,,0.148509409,,65.94,,,,,,,,,,,,,
8/30/17 19:47,4866085,GDAX USD Wallet,GDAX LTC Wallet,,-49.65892077,,,,,,0.75084,,,,,,,,,,,,,,0.148531169,,65.94,,,,,,,,,,,,,
8/30/17 19:47,4866086,GDAX USD Wallet,GDAX LTC Wallet,,-49.66685731,,,,,,0.75096,,,,,,,,,,,,,,0.148554907,,65.94,,,,,,,,,,,,,
8/30/17 19:47,4866087,GDAX USD Wallet,GDAX LTC Wallet,,-49.67413247,,,,,,0.75107,,,,,,,,,,,,,,0.148576667,,65.94,,,,,,,,,,,,,
8/30/17 19:47,4866088,GDAX USD Wallet,GDAX LTC Wallet,,-49.68140763,,,,,,0.75118,,,,,,,,,,,,,,0.148598428,,65.94,,,,,,,,,,,,,
